image_file,condition,occlusion,distractor,non_target,speaker_answer,feature,shape,color,texture,negation,emphasis,listener_question,listener_answer,listener_answer_correct
exp2_103.jpeg,cond3,present,absent,2,Pick the **square** image that is completely filled with a regular grid of small grey dots and has **no black outline**.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the **square** image that is completely filled with a regular grid of small grey dots and has **no black outline**.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_104.jpeg,cond2,absent,present,2,Pick the green-outlined circle that has vertical gray and white stripes.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the green-outlined circle that has vertical gray and white stripes.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2, 3",yes
exp2_105.jpeg,cond4,present,present,3,Select the triangle that has a dotted pattern inside it (not the one with vertical stripes).,2,yes,,yes,yes,no,Imagine someone is talking to you and tells you 'Select the triangle that has a dotted pattern inside it (not the one with vertical stripes).' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_106.jpeg,cond4,present,present,4,Pick the green-outlined triangle that has a pattern of gray dots inside it (not the one with the checkerboard pattern).,3,yes,yes,yes,yes,no,Imagine someone is talking to you and tells you 'Pick the green-outlined triangle that has a pattern of gray dots inside it (not the one with the checkerboard pattern).' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
exp2_107.jpeg,cond1,absent,absent,4,Pick the gray wavy triangle with the solid red outline.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the gray wavy triangle with the solid red outline.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3, 3",yes
exp2_108.jpeg,cond3,present,absent,4,Pick the only square-shaped object with a wavy gray-and-white pattern.,2,yes,no,yes,no,no,Imagine someone is talking to you and tells you 'Pick the only square-shaped object with a wavy gray-and-white pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1,3",yes
exp2_109.jpeg,cond3,present,absent,2,Pick the dotted triangle.,2,yes,no,yes,no,no,Imagine someone is talking to you and tells you 'Pick the dotted triangle.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,3",yes
exp2_110.jpeg,cond2,absent,present,2,Pick the green-outlined triangle with the dotted interior.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the green-outlined triangle with the dotted interior.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2, 3",yes
exp2_111.jpeg,cond1,absent,absent,4,Pick the only green triangle with a wavy gray pattern inside.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the only green triangle with a wavy gray pattern inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,1",yes
exp2_112.jpeg,cond2,absent,present,4,Pick the gray wavy **circle** with a **black outline**.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the gray wavy **circle** with a **black outline**.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,2",yes
exp2_113.jpeg,cond3,present,absent,2,Pick the gray wavy circle with a pink border.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the gray wavy circle with a pink border.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,2",yes
exp2_114.jpeg,cond1,absent,absent,2,Pick the gray square with the wavy stripe pattern.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the gray square with the wavy stripe pattern.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 2",yes
exp2_115.jpeg,cond2,absent,present,4,Pick the green triangle with the dotted pattern inside.,3,yes,yse,yes,no,no,Imagine someone is talking to you and tells you 'Pick the green triangle with the dotted pattern inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3, 3",yes
exp2_116.jpeg,cond3,present,absent,2,Select the grey star with vertical stripes and a black outline.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Select the grey star with vertical stripes and a black outline.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,3",yes
exp2_117.jpeg,cond4,present,present,2,Pick the gray star with the wavy pattern and a black outline.,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the gray star with the wavy pattern and a black outline.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3, 3",yes
exp2_118.jpeg,cond2,absent,present,3,Pick the star that has a dotted fill and a plain black outline (no colored border).,3,yes,yes,yes,no,no,Imagine someone is talking to you and tells you 'Pick the star that has a dotted fill and a plain black outline (no colored border).' Which object are they telling you about? Please refer to the object by the column number and the row number.,"3,1",yes
exp2_119.jpeg,cond1,absent,absent,4,Pick the red-outlined triangle with a dotted pattern inside.,3,yes,yes,yes,no,yes,Imagine someone is talking to you and tells you 'Pick the red-outlined triangle with a dotted pattern inside.' Which object are they telling you about? Please refer to the object by the column number and the row number.,"1, 2",yes
exp2_120.jpeg,cond4,present,present,3,Pick the square with **vertical gray and white stripes** (not the checkerboard and not a red curtain).,2,yes,no,yes,no,no,Imagine someone is talking to you and tells you 'Pick the square with **vertical gray and white stripes** (not the checkerboard and not a red curtain).' Which object are they telling you about? Please refer to the object by the column number and the row number.,"2,1",yes
